judge_provider,item_id,source_stimulus_id,source_item_uid,api_item_id,replicate_index,runner_order,domain,concept_id,concept,task_type,generator,text_sha256,call_status,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,retry_count,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id
mimo,ri_1c40ac85ca9190d48624,RST034,KIMI_A_C12,API810_552,1,108,Chemistry,C12,溶液浓度与稀释,A,Moonshot Kimi,69b8f8b0974775a4f2db6b42dec88448fa05b944f441efa8a4adf052eace748e,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,4.0,5.0,5.0,1.0,0,200,867,116,
mimo,ri_f6ce03c8948961fafdae,RST030,GLM_C_C10,API810_790,2,109,Chemistry,C10,化学反应与物理变化,C,Zhipu GLM,eca4c28d15d811d4560b6c74adcd2bdd12c97b8bb414790c2e813e980b8d5ba5,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,885,112,
mimo,ri_5a9db446a04e8c9669d4,RST004,DEEPSEEK_A_C02,API810_272,3,110,Physics,C02,净力与加速度,A,DeepSeek,5961e5aed766245329b02a607427024c216fa5514991da62fa9f20795fd267ed,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,3.0,3.0,2.0,0,200,870,117,
mimo,ri_06d64f5f6439df937484,RST061,GLM_A_C21,API810_741,1,111,Geoscience,C21,岩石循环,A,Zhipu GLM,4880ec97be032be78601146cd6ddd6bc0068ee4c815d77438834fcddbac61a9e,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,4.0,4.0,5.0,1.0,0,200,874,117,
mimo,ri_a51644bcde3aa2a13d42,RST050,KIMI_B_C17,API810_587,1,112,Biology,C17,能量流动与物质循环,B,Moonshot Kimi,80c9a2f7e4c84980cf5c8f510f3df84191bfa9871b7f9344a3c32365b9964344,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,3.0,4.0,2.0,0,200,869,114,
mimo,ri_ab4bcd45545b1040efda,RST047,mimo_B_C16,API810_496,3,113,Biology,C16,遗传信息与性状,B,Mimo,55d480bedd9204d57c8b96566728d329f313a7e8d7eb72c68a64f1f45f7889d2,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,859,112,
mimo,ri_291ce7b51f117629c989,RST071,GPT_B_C24,API810_684,3,114,Geoscience,C24,地球内部结构,B,OpenAI GPT,6134b4ffa4f748555efd4de93c94cff5ba9d450ec410a4c783eb1fbcf34b25e9,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,874,117,
mimo,ri_27ac8a51325873894128,RST012,Gemini_C_C04,API810_424,3,115,Physics,C04,抛体运动,C,Google Gemini,e84ffb0027c9978e1cffe9d762ccd7d106b59195c62072f355a8fe9106874dcc,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,905,117,
mimo,ri_4a3e1af269f12c59d6c6,RST006,豆包_C_C02,API810_242,2,116,Physics,C02,净力与加速度,C,ByteDance Doubao,d124841961e8a0ea1c7a92127397cce8021e79d4597ef253648df0566f49ef22,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,3.0,3.0,3.0,3.0,0,200,887,117,
mimo,ri_1dcadd2b7424eb0ed52b,RST085,千问_A_C29,API810_029,3,117,Climate/Environment,C29,海洋垃圾与塑料污染,A,Alibaba Qwen,20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,4.0,5.0,5.0,1.0,0,200,864,113,
mimo,ri_d672c7f23ab27c8c8f40,RST049,千问_A_C17,API810_017,2,118,Biology,C17,能量流动与物质循环,A,Alibaba Qwen,39fe4da99291449bdd382d343f97d6feaaf702bc87cf3fd591553717a9c67864,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,866,116,
mimo,ri_fad49b80ccd872771f8b,RST071,GPT_B_C24,API810_684,2,119,Geoscience,C24,地球内部结构,B,OpenAI GPT,6134b4ffa4f748555efd4de93c94cff5ba9d450ec410a4c783eb1fbcf34b25e9,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,1.0,3.0,3.0,5.0,1.0,0,200,865,114,
mimo,ri_885c8ce164c3492dbf77,RST013,claude_A_C05,API810_095,1,120,Physics,C05,圆周运动,A,Anthropic Claude,7c69dcd4ddddfd60c5930b03d00f5fb94eb5837e5c637cb3a11a83d7d7654a7f,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,880,116,
mimo,ri_6852c3b3b5d25b106bf5,RST040,豆包_A_C14,API810_194,2,121,Biology,C14,进化没有预设目标,A,ByteDance Doubao,c402a139197703fea3dc7e7bc809f932eaf2d16bdad924fbea3d5570beb6eea2,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,874,117,
mimo,ri_14ac00b82e7011ac16a2,RST087,mimo_C_C29,API810_539,3,122,Climate/Environment,C29,海洋垃圾与塑料污染,C,Mimo,30946cbbdff3413ce0b1824e2e9ff4844d1ee3dd24a2d6ca6e43ec93297a1a05,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,897,116,
mimo,ri_626c4812ce57bd4586ae,RST031,claude_A_C11,API810_101,3,123,Chemistry,C11,化学键,A,Anthropic Claude,31f7e952c93ba10ad39887dff22d31f586069bcc8fad8a914977c0ae0f10544d,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,876,115,
mimo,ri_60f001d7c4f49be39627,RST021,DEEPSEEK_C_C07,API810_337,2,124,Chemistry,C07,质量守恒,C,DeepSeek,3be892392b50203fd556268ea2954439843c1a2b1edb06402ffa5434fbba3318,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,5.0,5.0,5.0,5.0,1.0,0,200,892,117,
mimo,ri_1c106da52b02877a26f2,RST020,千问_B_C07,API810_037,2,125,Chemistry,C07,质量守恒,B,Alibaba Qwen,5903ec1ccc227959a4e43721a03894c2cf9cc600e251bfd6f067708232499f7d,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,4.0,2.0,3.0,0,200,871,117,
mimo,ri_249980ef339639726610,RST076,GLM_A_C26,API810_746,1,126,Climate/Environment,C26,天气与气候,A,Zhipu GLM,1ba344a13169bc75355f452aaa508c36a29c4b99ae5b50e536ac98a4ab30e5d2,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,870,117,
mimo,ri_6f6d586340c0a80e1212,RST072,GLM_C_C24,API810_804,2,127,Geoscience,C24,地球内部结构,C,Zhipu GLM,e81a67c5363be5e8b44371f35bcec6342325cafb6c3bbd5cbb4deeea923fcdd9,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,4.0,3.0,2.0,0,200,909,118,
mimo,ri_33be492a76243e88ac65,RST058,千问_A_C20,API810_020,2,128,Geoscience,C20,地质时间,A,Alibaba Qwen,ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,2.0,4.0,4.0,4.0,2.0,0,200,867,116,
mimo,ri_8ccd80edbc3790b2e227,RST055,DEEPSEEK_A_C19,API810_289,3,129,Geoscience,C19,板块构造,A,DeepSeek,6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,861,114,
mimo,ri_e7ae6a01199d6b47dfab,RST028,DEEPSEEK_A_C10,API810_280,2,130,Chemistry,C10,化学反应与物理变化,A,DeepSeek,0204563ab9390301e75cf9cb0e38adf04dbd5870832e598215db689388d72744,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,3.0,4.0,2.0,0,200,860,114,
mimo,ri_0a745ca9e77c7886c591,RST051,claude_C_C17,API810_167,1,131,Biology,C17,能量流动与物质循环,C,Anthropic Claude,d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,900,117,
mimo,ri_85f954ccb6b53e48b577,RST067,豆包_A_C23,API810_203,3,132,Geoscience,C23,火山与板块边界,A,ByteDance Doubao,c151b464e6673fa391aea1567879682924697fbda729725b2d42e62b234418ef,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,4.0,5.0,4.0,2.0,0,200,870,116,
mimo,ri_1453d4bfb2b3a504e9cc,RST002,千问_B_C01,API810_031,2,133,Physics,C01,惯性,B,Alibaba Qwen,31765d9b255c92e038cc94997ee75354f0ae89eb461f81e208ee993995da9688,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,3.0,4.0,2.0,0,200,867,116,
mimo,ri_cc0aac3e034b7d0735d1,RST026,GLM_B_C09,API810_759,1,134,Chemistry,C09,相变,B,Zhipu GLM,1eee74c8a0695f9b04cd78956608d3b50d3b82529c2ab29ea8d65b9b6f3f8ba8,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,4.0,4.0,4.0,2.0,0,200,870,114,
mimo,ri_149d8f476439bfeb6d9f,RST013,claude_A_C05,API810_095,3,135,Physics,C05,圆周运动,A,Anthropic Claude,7c69dcd4ddddfd60c5930b03d00f5fb94eb5837e5c637cb3a11a83d7d7654a7f,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,4.0,4.0,4.0,1.0,0,200,880,116,
mimo,ri_d67713b4bfbec55b73a6,RST070,Gemini_A_C24,API810_384,3,136,Geoscience,C24,地球内部结构,A,Google Gemini,8ccdeb0292b43afc7ca80e32aca4c58cc2c3f629bd49e92466fb2119f2dfc6b5,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,2.0,5.0,3.0,2.0,2.0,0,200,886,115,
mimo,ri_28ac97ef820453daead5,RST060,mimo_C_C20,API810_530,2,137,Geoscience,C20,地质时间,C,Mimo,91350d948fb1c171b11dc4e35f5a146abd4750d2ebcdc865b99e2a00420f4ffd,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,1.0,3.0,5.0,5.0,1.0,0,200,877,113,
mimo,ri_1550424833c902ceb3e4,RST051,claude_C_C17,API810_167,3,138,Biology,C17,能量流动与物质循环,C,Anthropic Claude,d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,897,116,
mimo,ri_da71419ba700764c8349,RST059,KIMI_B_C20,API810_590,2,139,Geoscience,C20,地质时间,B,Moonshot Kimi,d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,863,115,
mimo,ri_9964122ad3db0c6137f9,RST046,KIMI_A_C16,API810_556,2,140,Biology,C16,遗传信息与性状,A,Moonshot Kimi,c6c0c70b8a2777d5fee336f141449fbe0f28fc4cf1b37a32bc9a2cf1b6c0f94a,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,5.0,5.0,5.0,1.0,0,200,865,116,
mimo,ri_2d73a117d97765f869b8,RST058,千问_A_C20,API810_020,1,141,Geoscience,C20,地质时间,A,Alibaba Qwen,ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,873,118,
mimo,ri_c6cb04e17c0e43d3c141,RST087,mimo_C_C29,API810_539,1,142,Climate/Environment,C29,海洋垃圾与塑料污染,C,Mimo,30946cbbdff3413ce0b1824e2e9ff4844d1ee3dd24a2d6ca6e43ec93297a1a05,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,3.0,5.0,5.0,4.0,2.0,0,200,897,116,
mimo,ri_10fe7a1bac4bcf8d3b34,RST018,千问_C_C06,API810_066,1,143,Physics,C06,摩擦力与运动,C,Alibaba Qwen,51e13339dffaed555562ef305a219a079ed77f664792476a9bbc2f3337e81cf1,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,875,114,
mimo,ri_9a85eee3123b407b034d,RST017,GPT_B_C06,API810_666,2,144,Physics,C06,摩擦力与运动,B,OpenAI GPT,f9d292f3167c9ba0f0c1a048487ac1bc381de28255ffb7abf3333ecb0e47f50e,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,868,116,
mimo,ri_92d219ce87fdac6464de,RST090,Gemini_C_C30,API810_450,1,145,Climate/Environment,C30,自然变率与人为影响,C,Google Gemini,0649d03d091bcd8ed3e7142434a8b4da318f3ef9b91c94a1a1252e63560f7497,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,5.0,5.0,5.0,5.0,1.0,0,200,903,114,
mimo,ri_a294725a881e768948f6,RST065,mimo_B_C22,API810_502,1,146,Geoscience,C22,地震成因,B,Mimo,2d5622688d15f2113388b2e717e3145fb8e1b01d977299c1da3530cbfe981e27,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,879,117,
mimo,ri_00b32674eea5c709545c,RST080,GLM_B_C27,API810_777,1,147,Climate/Environment,C27,全球变暖与气候变化,B,Zhipu GLM,7310b381779e0307f8abbe390c7df5587e7f2c03c4e4a45050236db2042a5f08,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,3.0,4.0,4.0,4.0,2.0,0,200,882,116,
mimo,ri_b41f719c69fefad06cad,RST033,KIMI_C_C11,API810_611,3,148,Chemistry,C11,化学键,C,Moonshot Kimi,659a9b10212e3bd92272b70477058c5c8554b0e9e4ca50d97c865b6d5557caba,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,868,112,
mimo,ri_6a634563e3671e562810,RST044,DEEPSEEK_B_C15,API810_315,3,149,Biology,C15,随机变异与非随机选择,B,DeepSeek,e46b346746275fe58c60a7003841e44a9b9b4f8e8002c5e3d2dc410f97170664,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,4.0,5.0,5.0,5.0,1.0,0,200,890,118,
mimo,ri_579e9fcb0aedac7ceffa,RST058,千问_A_C20,API810_020,3,150,Geoscience,C20,地质时间,A,Alibaba Qwen,ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,852,111,
mimo,ri_74ac56f509eb401c2c72,RST057,千问_C_C19,API810_079,3,151,Geoscience,C19,板块构造,C,Alibaba Qwen,b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,1.0,5.0,3.0,3.0,3.0,0,200,873,116,
mimo,ri_45c02778020f95480cd3,RST059,KIMI_B_C20,API810_590,1,152,Geoscience,C20,地质时间,B,Moonshot Kimi,d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,1.0,3.0,3.0,1.0,3.0,0,200,869,117,
mimo,ri_5e1cc72838fd89127ad2,RST020,千问_B_C07,API810_037,3,153,Chemistry,C07,质量守恒,B,Alibaba Qwen,5903ec1ccc227959a4e43721a03894c2cf9cc600e251bfd6f067708232499f7d,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,865,115,
mimo,ri_fcb289b7f82f6824b153,RST048,千问_C_C16,API810_076,3,154,Biology,C16,遗传信息与性状,C,Alibaba Qwen,d714091faefc0354b9b5013d9838479adabccca67d71e42c578252b0e8f856f6,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,883,116,
mimo,ri_f893942acf99ad0527fa,RST019,GPT_A_C07,API810_637,3,155,Chemistry,C07,质量守恒,A,OpenAI GPT,6898a68d48681ce6605cdf5b981f9dbcff715a4510b92e7a7cb29440dfeb9d35,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,855,113,
mimo,ri_227cb8adc39ddfaba419,RST008,mimo_B_C03,API810_483,1,156,Physics,C03,牛顿第三定律,B,Mimo,47228c2c6a790f8784c94d4e4a718a57d28049aef2529e265e92e73dbd91abec,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,4.0,4.0,4.0,2.0,0,200,859,111,
mimo,ri_aaee60e11a45a45cc6d8,RST072,GLM_C_C24,API810_804,1,157,Geoscience,C24,地球内部结构,C,Zhipu GLM,e81a67c5363be5e8b44371f35bcec6342325cafb6c3bbd5cbb4deeea923fcdd9,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,3.0,5.0,5.0,4.0,2.0,0,200,897,114,
mimo,ri_7223281396701e2d4391,RST068,Gemini_B_C23,API810_413,2,158,Geoscience,C23,火山与板块边界,B,Google Gemini,9fc712fb4be0749bb9fb03d78b011f664940ab6213ff2f5813dd19ae78b2ca84,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,4.0,3.0,3.0,2.0,0,200,889,118,
mimo,ri_9e311dd5cdf164d7c782,RST003,KIMI_C_C01,API810_601,3,159,Physics,C01,惯性,C,Moonshot Kimi,06fa897cdba578e7132effab76e19c2eabf8a9e846132a60f71ab8306ef70037,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,3.0,5.0,5.0,4.0,2.0,0,200,877,115,
mimo,ri_78b85910697485ff9837,RST016,Gemini_A_C06,API810_366,3,160,Physics,C06,摩擦力与运动,A,Google Gemini,abccc412924cf69aa7156319c0c3e5840d4576529007fba2c3085634e169faed,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,3.0,3.0,3.0,3.0,0,200,876,117,
mimo,ri_0246266c6c626f31132a,RST063,claude_C_C21,API810_171,1,161,Geoscience,C21,岩石循环,C,Anthropic Claude,1923d4ff3ea4d64c144d8f2208f0bcc794e0fe840bd3074a0f6c6e730d91503e,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,4.0,1.0,0,200,900,118,
mimo,ri_21f90296706236f98dbc,RST028,DEEPSEEK_A_C10,API810_280,1,162,Chemistry,C10,化学反应与物理变化,A,DeepSeek,0204563ab9390301e75cf9cb0e38adf04dbd5870832e598215db689388d72744,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,866,116,
mimo,ri_65f75b27df9d490cff82,RST055,DEEPSEEK_A_C19,API810_289,1,163,Geoscience,C19,板块构造,A,DeepSeek,6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,864,115,
mimo,ri_4a64f56fb2fd8c4efe8a,RST004,DEEPSEEK_A_C02,API810_272,1,164,Physics,C02,净力与加速度,A,DeepSeek,5961e5aed766245329b02a607427024c216fa5514991da62fa9f20795fd267ed,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,2.0,3.0,4.0,4.0,2.0,0,200,861,114,
mimo,ri_25f298b0a26bfc8fa083,RST016,Gemini_A_C06,API810_366,2,165,Physics,C06,摩擦力与运动,A,Google Gemini,abccc412924cf69aa7156319c0c3e5840d4576529007fba2c3085634e169faed,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,5.0,5.0,5.0,5.0,1.0,0,200,873,116,
mimo,ri_93afe8e49e3e1afd4e55,RST085,千问_A_C29,API810_029,2,166,Climate/Environment,C29,海洋垃圾与塑料污染,A,Alibaba Qwen,20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,2.0,2.0,4.0,3.0,3.0,2.0,0,200,867,114,
mimo,ri_77e7a4a8ad09bb2148cf,RST001,mimo_A_C01,API810_451,3,167,Physics,C01,惯性,A,Mimo,3ee9179dcb531f2cd86e5ea3485178bd97426d2e62adc1246e72e1e5c217ac12,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,1.0,3.0,3.0,3.0,3.0,0,200,856,115,
mimo,ri_398d752a18c2f017208d,RST057,千问_C_C19,API810_079,2,168,Geoscience,C19,板块构造,C,Alibaba Qwen,b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,1.0,1.0,1.0,1.0,1.0,1.0,0,200,879,118,
mimo,ri_63d4694f28239eb511b8,RST005,claude_B_C02,API810_122,1,169,Physics,C02,净力与加速度,B,Anthropic Claude,c59c757ee5e777c4d3503d19d0ba3c5a17006dc5b5cdb08e66f0ab32d4c5e39f,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,4.0,2.0,4.0,2.0,2.0,2.0,0,200,881,117,
mimo,ri_8b3f5e0465bff3d88f86,RST042,mimo_C_C14,API810_524,3,170,Biology,C14,进化没有预设目标,C,Mimo,ba06d060edd70de1e7657a51fc75d85b0bbd3215db68bed8441aabaed5bdd066,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,3.0,5.0,5.0,5.0,1.0,0,200,903,116,
mimo,ri_55cbac6a1c6d940b9a70,RST054,GLM_C_C18,API810_798,1,171,Biology,C18,光合作用与细胞呼吸,C,Zhipu GLM,2b649c43837a157985ca2638a3f2c87f5f99cb2f0b1b1da4a76e4f0f87a2cae2,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,5.0,4.0,5.0,5.0,5.0,1.0,0,200,892,116,
mimo,ri_55d4ae5aa1f95d9f13d7,RST081,KIMI_C_C27,API810_627,2,172,Climate/Environment,C27,全球变暖与气候变化,C,Moonshot Kimi,c9d545b872014e38881f5567cf6acc93d43135a865802cdfa9010d093ecc5b71,valid,Mimo v2.5 Pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,mimo-v2.5-pro,3.0,3.0,5.0,3.0,3.0,1.0,0,200,882,116,
